mkr	Chr	cM
Marker351735	7	107.382
Marker321185	7	106.862
Marker393693	7	107.382
Marker400376	7	107.382
Marker325444	7	107.382
Marker358567	7	107.706
Marker323380	7	107.598
Marker350540	7	107.598
Marker415230	7	107.598
Marker326278	7	107.598
Marker415522	7	108.03
Marker428992	7	107.598
Marker441386	7	108.032
Marker400871	7	109.792
Marker439328	7	110.225
Marker419834	7	111.096
Marker332250	7	111.747
Marker372968	7	111.747
Marker322095	7	111.747
Marker372384	7	111.963
Marker382872	7	111.963
Marker333009	7	111.963
Marker365307	7	111.963
Marker440721	7	111.963
Marker417847	7	109.997
Marker379915	7	111.963
Marker306951	7	111.963
Marker417215	7	114.46
Marker412214	7	112.726
Marker334672	7	113.489
Marker444758	7	114.06
Marker428876	7	114.06
Marker343597	7	114.06
Marker435487	7	114.06
Marker330888	7	114.06
Marker383708	7	114.249
Marker365508	7	114.628
Marker421578	7	115.008
Marker440312	7	115.197
Marker445082	7	115.767
Marker352122	7	115.957
Marker313115	7	116.146
Marker416623	7	116.335
Marker301575	7	116.335
Marker360174	7	116.335
Marker310696	7	116.335
Marker352855	7	116.524
Marker433326	7	116.713
Marker357641	7	116.903
Marker374438	7	116.903
Marker310617	7	116.903
Marker351634	7	116.903
Marker323874	7	116.903
Marker329171	7	117.092
Marker382205	7	117.092
Marker381926	7	117.092
Marker431445	7	117.092
Marker321575	7	117.092
Marker319315	7	117.092
Marker429450	7	117.092
Marker307129	7	117.092
Marker362382	7	117.092
Marker422565	7	117.281
Marker382267	7	117.47
Marker438391	7	117.659
Marker358530	7	117.849
Marker426763	7	118.419
Marker352578	7	118.799
Marker322319	7	118.799
Marker321736	7	119.178
Marker349493	7	119.178
Marker427132	7	119.178
Marker361676	7	119.367
Marker446377	7	119.367
Marker354308	7	119.556
Marker429289	7	119.556
Marker340653	7	119.556
Marker386948	7	119.936
Marker381892	7	119.936
Marker389195	7	120.125
Marker359350	7	120.414
Marker377728	7	120.936
Marker355557	7	120.936
Marker301131	7	121.289
Marker394202	7	121.289
Marker444230	7	121.289
Marker316098	7	120.618
Marker445587	7	121.643
Marker341769	7	120.823
Marker348315	7	121.233
Marker401681	7	121.643
Marker297155	7	121.643
Marker330557	7	121.643
Marker388952	7	121.643
Marker356084	7	121.643
Marker348848	7	121.643
Marker405622	7	121.643
Marker320185	7	121.643
Marker313755	7	121.643
Marker309300	7	121.643
Marker394739	7	121.643
Marker381649	7	121.643
Marker396737	7	121.643
Marker402276	7	121.643
Marker338568	7	121.643
Marker421119	7	121.643
Marker367067	7	121.643
Marker436032	7	122.033
Marker317376	7	122.163
Marker429203	7	122.681
Marker300100	7	122.681
Marker324203	7	122.681
Marker396823	7	122.509
Marker317669	7	122.682
Marker308009	7	123.028
Marker338438	7	122.681
Marker324462	7	122.681
Marker391915	7	122.681
Marker391091	7	123.201
Marker373037	7	123.897
Marker342275	7	124.244
Marker297206	7	124.667
Marker309859	7	125.326
Marker358053	7	125.656
Marker318954	7	125.937
Marker420161	7	125.937
Marker444305	7	126.196
Marker418391	7	126.457
Marker368895	7	126.457
Marker396915	7	126.716
Marker378049	7	127.497
Marker433631	7	128.278
Marker321108	7	129.251
Marker421394	7	129.581
Marker411242	7	126.716
Marker344516	7	127.769
Marker432700	7	130.103
Marker429410	7	127.777
Marker336584	7	130.801
Marker2072633	8	0
Marker2116764	8	7.094
Marker2090059	8	8.138
Marker2089821	8	8.92
Marker1984659	8	10.704
Marker2004700	8	11.39
Marker1998197	8	12.324
Marker2041537	8	12.583
Marker2028100	8	12.583
Marker2109302	8	13.102
Marker2000744	8	13.361
Marker2062672	8	13.361
Marker2111817	8	13.361
Marker2135675	8	13.361
Marker2135452	8	13.361
Marker2092265	8	13.361
Marker1996000	8	13.361
Marker2090105	8	13.62
Marker2102774	8	13.879
Marker2127099	8	13.879
Marker1985796	8	14.138
Marker2027727	8	14.92
Marker2067853	8	14.92
Marker2032732	8	14.92
Marker2049159	8	14.92
Marker2062354	8	14.92
Marker2009637	8	15.439
Marker2129805	8	15.439
Marker2039879	8	15.698
Marker2047081	8	15.957
Marker2108234	8	15.957
Marker2012445	8	16.216
Marker2053511	8	16.216
Marker2040637	8	16.475
Marker2100832	8	16.735
Marker2000197	8	16.994
Marker2018754	8	17.253
Marker2123641	8	17.512
Marker2001275	8	18.031
Marker2090849	8	18.647
Marker2095166	8	19.594
Marker2032396	8	22.178
Marker2089981	8	24.28
Marker2115025	8	25.094
Marker2042450	8	25.353
Marker2080507	8	25.353
Marker2016969	8	25.353
Marker2108478	8	25.353
Marker2057977	8	25.353
Marker2100236	8	20.639
Marker2130627	8	22.75
Marker1996780	8	23.009
Marker2035340	8	23.268
Marker2047098	8	24.312
Marker2137054	8	24.832
Marker2135094	8	25.353
Marker2033070	8	25.351
Marker1989606	8	25.353
Marker2065235	8	25.612
Marker2033180	8	25.871
Marker2008199	8	25.871
Marker2132552	8	25.871
Marker2054434	8	25.871
Marker2052080	8	25.871
Marker2129165	8	26
Marker1998448	8	26.13
Marker2066339	8	26.39
Marker2006774	8	26.519
Marker1987652	8	26.649
Marker2125929	8	26.649
Marker2024572	8	26.649
Marker2083204	8	26.649
Marker2057075	8	26.649
Marker1993366	8	26.649
Marker2117818	8	26.909
Marker2098692	8	27.038
Marker2027777	8	27.038
Marker2089158	8	27.038
Marker2099142	8	27.328
Marker1994061	8	27.473
Marker2074215	8	27.618
Marker2061342	8	27.763
Marker2063324	8	27.907
Marker2127381	8	28.052
Marker2082137	8	28.052
Marker2138608	8	28.052
Marker2041811	8	28.052
Marker2031143	8	28.27
Marker2045660	8	28.052
Marker2056224	8	28.197
Marker1982637	8	28.342
Marker2098972	8	28.632
Marker2079914	8	28.922
Marker2016594	8	28.27
Marker2088416	8	28.27
Marker2010781	8	28.27
Marker2109025	8	29.501
Marker2052490	8	29.501
Marker2024622	8	29.067
Marker2065016	8	29.501
Marker2078786	8	29.212
Marker2089276	8	29.212
Marker2101171	8	29.501
Marker2088452	8	29.356
Marker2100423	8	29.501
Marker2007340	8	29.356
Marker2094530	8	29.356
Marker1994091	8	29.501
Marker2088445	8	29.501
Marker2077142	8	29.501
Marker2115246	8	29.501
Marker2074410	8	29.501
Marker2128263	8	29.501
Marker2058292	8	29.501
Marker2010792	8	29.501
Marker2029330	8	29.501
Marker2095121	8	29.501
Marker2133824	8	29.631
Marker2098411	8	29.631
Marker2063077	8	29.631
Marker2050513	8	29.631
Marker2031214	8	29.631
Marker1987531	8	29.631
Marker1991225	8	29.76
Marker1985815	8	29.76
Marker2106416	8	29.76
Marker2119162	8	29.76
Marker2042175	8	29.76
Marker1985480	8	30.071
Marker2065440	8	30.695
Marker1983261	8	30.695
Marker2106078	8	29.982
Marker2077724	8	31.006
Marker2081995	8	30.427
Marker2032192	8	30.872
Marker1985158	8	30.872
Marker2091819	8	31.317
Marker2043062	8	31.317
Marker2060085	8	31.317
Marker2124304	8	31.317
Marker2037821	8	31.317
Marker2063682	8	31.512
Marker2031324	8	31.706
Marker2095543	8	31.706
Marker2023520	8	31.706
Marker2110639	8	31.836
Marker2113889	8	32.241
Marker2018235	8	33.678
Marker2079290	8	34.03
Marker2006464	8	34.03
Marker2113278	8	34.753
Marker2087394	8	34.753
Marker2081994	8	35.114
Marker2126275	8	35.114
Marker2134992	8	35.114
Marker2021819	8	35.309
Marker2028262	8	35.309
Marker2052644	8	35.309
Marker2114588	8	35.503
Marker2055984	8	35.698
Marker2089104	8	35.698
Marker2126073	8	35.698
Marker2103879	8	35.698
Marker2049504	8	35.698
Marker2089207	8	35.698
Marker2107145	8	35.698
Marker2077251	8	35.698
Marker2013972	8	35.698
Marker2036375	8	35.892
Marker2033119	8	35.892
Marker2018189	8	35.892
Marker2086464	8	37.159
Marker2070649	8	38.242
Marker1983696	8	38.779
Marker2039537	8	39.375
Marker1997115	8	40.878
Marker1983932	8	40.649
Marker2048885	8	40.878
Marker1992511	8	41.526
Marker1990656	8	41.04
Marker2133007	8	41.04
Marker2023194	8	41.04
Marker2089739	8	41.202
Marker2013165	8	41.364
Marker2092538	8	41.526
Marker2037920	8	41.526
Marker2117525	8	41.526
Marker1988413	8	41.526
Marker2055834	8	41.786
Marker1992431	8	41.786
Marker2026294	8	41.915
Marker2093485	8	42.045
Marker1994778	8	42.045
Marker2132811	8	42.045
Marker2053922	8	42.335
Marker2079233	8	42.626
Marker2013922	8	42.045
Marker2105321	8	42.513
Marker2091568	8	42.747
Marker1996161	8	43.216
Marker2132053	8	43.685
Marker2105883	8	42.626
Marker1987198	8	42.916
Marker2044592	8	42.916
Marker2118537	8	42.916
Marker1997943	8	42.916
Marker2068512	8	42.916
Marker2043227	8	42.916
Marker2075292	8	42.916
Marker2096728	8	42.916
Marker2011620	8	42.916
Marker2084950	8	42.916
Marker2077051	8	43.207
Marker2048776	8	44.083
Marker2008846	8	45.347
Marker2083827	8	45.99
Marker2093252	8	46.285
Marker2029199	8	46.285
Marker2114213	8	46.754
Marker2023390	8	46.754
Marker1988296	8	46.754
Marker1998966	8	46.818
Marker2101780	8	47.013
Marker2124117	8	46.818
Marker1995817	8	47.143
Marker2023626	8	47.272
Marker2057263	8	47.402
Marker2008540	8	47.402
Marker2131105	8	47.531
Marker2008423	8	47.661
Marker1994874	8	47.79
Marker2034825	8	47.92
Marker2128891	8	48.049
Marker2127413	8	48.324
Marker2030210	8	48.324
Marker2064021	8	48.324
Marker2119438	8	48.598
Marker2129580	8	48.598
Marker2064092	8	48.598
Marker2066847	8	49.148
Marker2115220	8	49.698
Marker2013012	8	50.248
Marker2107090	8	50.305
Marker2051592	8	50.797
Marker2092533	8	51.787
Marker2036764	8	51.787
Marker2112332	8	52.279
Marker2097672	8	52.279
Marker2091309	8	52.524
Marker2119842	8	52.77
Marker2010984	8	52.77
Marker2005941	8	52.77
Marker2011793	8	52.77
Marker2091928	8	52.77
Marker2017369	8	52.77
Marker2137289	8	52.77
Marker2080013	8	52.77
Marker2056355	8	53.029
Marker2100049	8	53.029
Marker1990108	8	53.029
Marker2056781	8	53.029
Marker2101310	8	53.029
Marker2059392	8	53.029
Marker2061754	8	53.289
Marker2130429	8	53.289
Marker2131625	8	53.289
Marker2053238	8	53.289
Marker2056246	8	53.418
Marker2096013	8	53.418
Marker2029086	8	53.418
Marker1986953	8	53.418
Marker2068530	8	53.548
Marker2006658	8	53.677
Marker2106585	8	53.677
Marker2055605	8	53.677
Marker1988973	8	53.807
Marker2055687	8	53.677
Marker2060374	8	53.677
Marker2012121	8	53.677
Marker2086823	8	53.807
Marker2075005	8	53.807
Marker2032978	8	53.807
Marker2018225	8	53.807
Marker2129915	8	53.807
Marker2101930	8	54.196
Marker2076944	8	53.807
Marker2012275	8	54.196
Marker2055756	8	54.196
Marker2124596	8	54.196
Marker2026013	8	54.564
Marker2092218	8	54.932
Marker2098533	8	56.043
Marker2016196	8	55.411
Marker2044827	8	56.216
Marker2034228	8	57.904
Marker2087561	8	58.053
Marker2071388	8	60.522
Marker2099178	8	61.976
Marker2008321	8	61.713
Marker2084983	8	62.185
Marker2092495	8	62.658
Marker2046249	8	62.658
Marker2018872	8	62.658
Marker2095399	8	62.894
Marker2129843	8	63.129
Marker2027510	8	63.129
Marker2060839	8	64.32
Marker2039343	8	64.32
Marker2123500	8	64.974
Marker2079065	8	65.626
Marker2091655	8	65.626
Marker1988995	8	65.756
Marker2058010	8	65.885
Marker2134219	8	65.756
Marker1985250	8	65.885
Marker2011454	8	65.885
Marker2061895	8	66.209
Marker2121962	8	66.209
Marker2012685	8	66.101
Marker2032537	8	66.317
Marker2003837	8	66.209
Marker2030826	8	66.533
Marker2057916	8	66.986
Marker1992244	8	66.714
Marker1983392	8	67.078
Marker2106424	8	67.259
Marker2015061	8	67.44
Marker2119383	8	67.44
Marker1995458	8	67.44
Marker2007537	8	67.44
Marker1987080	8	67.44
Marker2122652	8	67.57
Marker2099261	8	68.09
Marker2105558	8	68.09
Marker2046013	8	68.481
Marker2047845	8	68.481
Marker2082782	8	68.481
Marker2111757	8	68.61
Marker2006592	8	68.481
Marker2061397	8	68.61
Marker2008603	8	68.61
Marker2065089	8	68.481
Marker2059241	8	68.61
Marker2098737	8	68.61
Marker1999666	8	68.869
Marker2068356	8	68.61
Marker2038860	8	68.869
Marker2064344	8	69.128
Marker1997271	8	69.128
Marker2097990	8	69.128
Marker2065919	8	69.258
Marker2085391	8	69.258
Marker2086843	8	69.258
Marker2075136	8	69.258
Marker2021962	8	69.258
Marker2117425	8	69.258
Marker2035014	8	69.258
Marker1987616	8	69.258
Marker2107084	8	69.258
Marker1999042	8	69.258
Marker2089372	8	70.078
Marker2080274	8	69.258
Marker2034991	8	69.258
Marker2063851	8	69.258
Marker2006337	8	69.258
Marker2038577	8	69.258
Marker2117050	8	69.258
Marker2038022	8	69.258
Marker2077384	8	70.485
Marker2098600	8	70.689
Marker2112885	8	71.302
Marker1991042	8	69.973
Marker2031459	8	71.916
Marker2012618	8	69.973
Marker1994126	8	72.119
Marker2111529	8	70.688
Marker2040466	8	71.404
Marker2127396	8	72.119
Marker2057871	8	71.404
Marker2089152	8	72.119
Marker2107123	8	72.119
Marker2096412	8	72.119
Marker2023063	8	72.119
Marker2059337	8	72.119
Marker2081469	8	72.397
Marker2073344	8	72.397
Marker2054441	8	72.397
Marker2128401	8	72.119
Marker1987765	8	72.536
Marker2089926	8	72.119
Marker2008148	8	72.536
Marker2091900	8	72.814
Marker2133991	8	72.953
Marker2076359	8	73.231
Marker2005949	8	73.37
Marker2128283	8	73.509
Marker2061267	8	73.509
Marker2053169	8	73.648
Marker2118867	8	73.926
Marker1984072	8	74.065
Marker2134879	8	74.534
Marker2042160	8	74.534
Marker2111550	8	75.004
Marker2046566	8	75.238
Marker2071863	8	75.238
Marker2118621	8	75.238
Marker2031807	8	75.238
Marker2134226	8	75.238
Marker1998246	8	75.945
Marker2064370	8	76.125
Marker2106423	8	76.415
Marker2099662	8	76.415
Marker1989782	8	76.415
Marker2102004	8	76.415
Marker1991192	8	77.029
Marker2050361	8	77.232
Marker2122249	8	76.771
Marker2102719	8	77.436
Marker2053366	8	77.844
Marker2049250	8	77.844
Marker1993005	8	78.313
Marker2013417	8	79.017
Marker1988011	8	79.017
Marker2016681	8	79.017
Marker2049766	8	79.017
Marker2086871	8	79.017
Marker2050517	8	79.017
Marker2011647	8	79.406
Marker1983949	8	79.406
Marker2065313	8	79.406
Marker2031912	8	79.406
Marker2136512	8	79.633
Marker2080542	8	79.633
Marker2010477	8	79.633
Marker2124483	8	79.633
Marker2078008	8	79.633
Marker2058458	8	79.406
Marker2100125	8	80.013
Marker2092546	8	80.316
Marker1987289	8	79.633
Marker2060879	8	80.316
Marker2012619	8	80.488
Marker2111080	8	81.361
Marker2045164	8	81.533
Marker2023962	8	81.88
Marker2052764	8	82.223
Marker1991627	8	82.567
Marker2132369	8	82.567
Marker2039102	8	82.567
Marker2130645	8	82.738
Marker2031714	8	83.082
Marker2036493	8	83.425
Marker2013608	8	83.596
Marker2136439	8	83.94
Marker2135211	8	84.457
Marker2060557	8	84.628
Marker2048460	8	84.563
Marker2073360	8	84.563
Marker2096832	8	84.799
Marker2019650	8	85.143
Marker2085699	8	85.143
Marker2025799	8	84.563
Marker2004035	8	85.143
Marker2035429	8	85.314
Marker2077432	8	85.314
Marker2047276	8	85.486
Marker2033870	8	85.094
Marker1985632	8	85.486
Marker2068029	8	85.829
Marker2078094	8	85.829
Marker2009960	8	86
Marker2012386	8	86.344
Marker2119073	8	85.094
Marker1989278	8	86.344
Marker2119405	8	86.515
Marker2050070	8	85.625
Marker2102707	8	86.156
Marker1984790	8	86.687
Marker2106723	8	86.687
Marker2119594	8	86.913
Marker2006054	8	86.687
Marker2000557	8	86.687
Marker2072674	8	86.989
Marker2022088	8	87.368
Marker2064960	8	87.595
Marker2114497	8	87.595
Marker2068065	8	88.037
Marker2035736	8	88.332
Marker2095051	8	88.774
Marker2006137	8	89.068
Marker2045358	8	90.264
Marker2137159	8	90.559
Marker2035127	8	90.923
Marker2046163	8	90.923
Marker2121656	8	91.252
Marker2133403	8	92.033
Marker2004820	8	92.033
Marker2082842	8	92.033
Marker2030370	8	92.292
Marker2034985	8	92.033
Marker2005778	8	92.292
Marker2113450	8	92.292
Marker2018790	8	92.292
Marker2013825	8	92.552
Marker2032713	8	92.811
Marker2096387	8	93.006
Marker2055165	8	93.2
Marker1996302	8	93.2
Marker1999966	8	93.33
Marker2113784	8	93.459
Marker2060191	8	94.114
Marker2027668	8	94.373
Marker2116571	8	94.373
Marker1982209	8	94.574
Marker2058396	8	94.979
Marker2105658	8	94.373
Marker1990495	8	94.735
Marker2109741	8	95.791
Marker2093229	8	95.791
Marker1984890	8	95.791
Marker2107257	8	96.196
Marker1984540	8	96.368
Marker2091921	8	96.196
Marker1982910	8	96.541
Marker2084097	8	96.714
Marker2014336	8	96.714
Marker2042868	8	96.973
Marker2133738	8	97.167
Marker2034587	8	97.167
Marker2011516	8	97.361
Marker2105953	8	96.973
Marker2065901	8	97.361
Marker2059346	8	97.361
Marker2082439	8	97.361
Marker2036486	8	97.361
Marker1987698	8	97.361
Marker2018043	8	97.361
Marker2050147	8	97.361
Marker2001447	8	97.361
Marker1989326	8	97.361
Marker2020877	8	97.361
Marker2118399	8	97.361
Marker1998041	8	97.361
Marker2040207	8	97.361
Marker1996320	8	97.361
Marker2138702	8	98.143
Marker1985262	8	98.143
Marker2061196	8	98.749
Marker2069084	8	98.826
Marker2007567	8	98.826
Marker2119393	8	98.826
Marker2015302	8	99.355
Marker2054625	8	98.826
Marker2025243	8	99.053
Marker2071478	8	99.967
Marker2075424	8	100.574
Marker2112416	8	100.421
Marker1988522	8	100.876
Marker2092638	8	100.876
Marker1990675	8	100.876
Marker2004833	8	100.876
Marker2050800	8	101.005
Marker2077017	8	101.265
Marker1992588	8	101.005
Marker2035139	8	101.524
Marker2002115	8	101.524
Marker2137888	8	101.524
Marker2128895	8	101.87
Marker2074595	8	101.87
Marker2013336	8	102.043
Marker2044986	8	102.043
Marker2038852	8	102.302
Marker1993979	8	102.302
Marker2093605	8	102.952
Marker1986024	8	102.952
Marker2061614	8	103.082
Marker2013065	8	103.211
Marker2046804	8	103.211
Marker2090225	8	103.732
Marker2117257	8	103.732
Marker2046869	8	104.463
Marker1986498	8	104.706
Marker2039526	8	103.732
Marker2088002	8	104.009
Marker2068964	8	104.287
Marker2039212	8	104.565
Marker2135149	8	105.438
Marker2126271	8	104.843
Marker2112966	8	105.681
Marker1991478	8	105.681
Marker2043696	8	105.681
Marker2042627	8	105.681
Marker2128833	8	105.681
Marker1983073	8	105.94
Marker2068352	8	105.94
Marker2097788	8	105.681
Marker2017374	8	105.94
Marker2035847	8	105.94
Marker1993688	8	105.94
Marker2056981	8	106.2
Marker2020666	8	106.2
Marker2100579	8	106.2
Marker2035562	8	106.329
Marker2072024	8	106.459
Marker2066899	8	106.459
Marker2121818	8	106.459
Marker1987398	8	106.459
Marker2112960	8	106.459
Marker2037557	8	106.588
Marker2005185	8	106.588
Marker2046885	8	106.588
Marker2125951	8	106.588
Marker2137517	8	106.588
Marker2136901	8	106.588
Marker2109950	8	106.766
Marker2129213	8	106.588
Marker1996397	8	106.588
Marker2119621	8	106.588
Marker2028484	8	107.544
Marker2031928	8	107.123
Marker2072362	8	107.544
Marker2020068	8	107.544
Marker2047804	8	107.123
Marker1997141	8	107.544
Marker2022096	8	107.544
Marker2131123	8	107.544
Marker2032125	8	107.544
Marker2048424	8	107.544
Marker2086807	8	107.544
Marker2128509	8	107.544
Marker2068466	8	107.544
Marker2124276	8	107.544
Marker2128077	8	107.544
Marker2026682	8	107.544
Marker2012226	8	107.544
Marker2013807	8	107.544
Marker2088097	8	107.544
Marker2016874	8	107.544
Marker2060043	8	107.544
Marker1999410	8	108.021
Marker2059534	8	108.021
Marker2107725	8	108.021
Marker2000811	8	108.021
Marker2065202	8	108.151
Marker2078337	8	108.151
Marker2048754	8	108.151
Marker2067218	8	108.41
Marker2102486	8	108.41
Marker2067024	8	108.767
Marker2123095	8	108.946
Marker2037223	8	108.946
Marker2036132	8	109.124
Marker2123129	8	109.481
Marker2075844	8	109.838
Marker2104792	8	109.481
Marker2113853	8	109.481
Marker2033694	8	109.66
Marker2125357	8	109.838
Marker2013254	8	109.838
Marker2136587	8	109.838
Marker2039026	8	109.838
Marker2066284	8	109.989
Marker2106645	8	109.838
Marker2115524	8	109.838
Marker2107759	8	109.838
Marker2075114	8	110.752
Marker2101201	8	110.752
Marker2030296	8	111.098
Marker2043496	8	111.27
Marker2034792	8	111.27
Marker2006231	8	111.582
Marker2053223	8	111.27
Marker2045657	8	111.893
Marker2058872	8	112.517
Marker2090243	8	112.517
Marker2102363	8	112.828
Marker2034882	8	111.27
Marker2039241	8	111.715
Marker1996451	8	111.937
Marker2061493	8	111.937
Marker1998737	8	111.937
Marker2112173	8	111.937
Marker2078214	8	112.159
Marker2117162	8	112.828
Marker2058859	8	112.828
Marker2087063	8	113.14
Marker2133694	8	113.295
Marker2062935	8	113.295
Marker2055466	8	113.295
Marker2026739	8	112.828
Marker2007873	8	112.828
Marker2036137	8	113.295
Marker2065821	8	113.295
Marker2025389	8	113.295
Marker2103595	8	113.295
Marker1989039	8	113.295
Marker2007857	8	113.451
Marker2072122	8	113.451
Marker2008972	8	113.606
Marker2108159	8	113.606
Marker1989884	8	113.606
Marker2120649	8	114.387
Marker2079263	8	113.606
Marker2033186	8	115.432
Marker2138349	8	114.126
Marker2015096	8	114.385
Marker2033874	8	114.644
Marker2058751	8	114.903
Marker1999533	8	115.162
Marker2123485	8	115.162
Marker2054365	8	115.162
Marker1994176	8	115.162
